node_id,operator_name,contact_point_registered,protection_plan_status,protection_plan_age_days,data_sharing_agreement,responsiveness_score,last_contact_test
IK-06-01203,Wodociągi Miejskie (fikc.),1,zatwierdzony,180,1,12.1,2026-09-06
IK-06-01204,Wodociągi Miejskie (fikc.),1,brak,1467,1,86.7,2025-08-22
IK-06-01205,Wodociągi Miejskie (fikc.),1,w aktualizacji,46,1,55.2,2026-08-26
IK-06-01207,Zakład Wodociągowy Gminny (fikc.),1,brak,386,1,56.7,2026-08-03
IK-06-01208,Wodociągi Miejskie (fikc.),1,zatwierdzony,185,1,68.9,2025-11-02
IK-06-01210,Wodociągi Miejskie (fikc.),1,brak,1330,1,61.1,2026-04-11
IK-06-01211,Wodociągi Miejskie (fikc.),1,w aktualizacji,1191,0,49.3,2025-06-21
IK-06-01214,Zakład Wodociągowy Gminny (fikc.),0,zatwierdzony,1259,0,43.3,2025-05-23
IK-06-01216,Wodociągi Miejskie (fikc.),1,brak,844,0,3,2025-10-28
IK-06-01217,Wodociągi Miejskie (fikc.),1,w aktualizacji,1453,1,77.8,2025-12-05
IK-06-01219,Wodociągi Miejskie (fikc.),1,w aktualizacji,162,1,79.7,2025-06-24
IK-06-01220,Wodociągi Miejskie (fikc.),0,zatwierdzony,1164,0,55.0,2026-05-15
IK-06-01221,Zakład Wodociągowy Gminny (fikc.),0,zatwierdzony,611,0,19.0,2026-02-05
IK-06-01222,Wodociągi Miejskie (fikc.),1,zatwierdzony,98,1,87.5,2025-07-12
IK-06-01223,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,603,1,64.9,2026-03-15
IK-06-01226,Wodociągi Miejskie (fikc.),1,zatwierdzony,1071,1,82.5,2026-03-08
IK-06-01227,Zakład Wodociągowy Gminny (fikc.),1,brak,168,0,9.3,2025-05-09
IK-06-01228,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,1398,1,59.3,2026-06-16
IK-06-01229,Wodociągi Miejskie (fikc.),0,brak,189,0,34.0,2026-01-01
IK-06-01230,Wodociągi Miejskie (fikc.),0,zatwierdzony,737,1,85.4,2025-06-04
IK-06-01231,Wodociągi Miejskie (fikc.),1,zatwierdzony,209,1,65.9,2025-11-07
IK-06-01232,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,1008,1,21.2,2025-05-02
IK-06-01233,Zakład Wodociągowy Gminny (fikc.),0,brak,71,0,32.3,2026-09-06
IK-06-01235,Wodociągi Miejskie (fikc.),0,zatwierdzony,605,0,3,2025-05-26
IK-06-01236,Wodociągi Miejskie (fikc.),1,w aktualizacji,780,1,87.5,2025-06-27
IK-06-01237,Wodociągi Miejskie (fikc.),1,brak,858,1,73.1,2025-06-29
IK-06-01238,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,888,1,37.8,2025-12-11
IK-06-01239,Wodociągi Miejskie (fikc.),1,zatwierdzony,647,1,43.7,2025-05-16
IK-06-01241,Zakład Wodociągowy Gminny (fikc.),0,w aktualizacji,106,1,46.2,2025-07-05
IK-06-01242,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,430,1,74.8,2026-07-25
IK-06-01245,Wodociągi Miejskie (fikc.),1,zatwierdzony,1259,1,74.1,2026-04-11
IK-06-01249,Wodociągi Miejskie (fikc.),0,brak,1278,0,39.1,2025-05-02
IK-06-01250,Wodociągi Miejskie (fikc.),1,brak,1247,1,56.1,2026-05-24
IK-06-01251,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,1420,0,42.7,2025-08-21
IK-06-01255,Wodociągi Miejskie (fikc.),1,zatwierdzony,1244,1,15.3,2025-05-21
IK-06-01256,Wodociągi Miejskie (fikc.),1,w aktualizacji,1093,1,33.4,2025-06-27
IK-06-01258,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,1188,1,79.4,2025-05-11
IK-06-01259,Wodociągi Miejskie (fikc.),1,brak,1041,0,40.4,2026-04-30
IK-06-01260,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,767,0,15.7,2025-12-07
IK-06-01267,Wodociągi Miejskie (fikc.),1,zatwierdzony,86,1,42.9,2026-07-08
IK-06-01268,Wodociągi Miejskie (fikc.),1,w aktualizacji,1265,0,29.4,2026-06-20
IK-06-01271,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,1463,0,13.2,2026-05-31
IK-06-01272,Zakład Wodociągowy Gminny (fikc.),1,brak,653,1,66.7,2025-12-10
IK-06-01273,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,462,1,84.6,2025-07-10
IK-06-01275,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,598,1,89.5,2026-05-27
IK-06-01276,Wodociągi Miejskie (fikc.),1,zatwierdzony,840,1,79.1,2025-12-16
IK-06-01277,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,649,0,56.3,2026-08-29
IK-06-01280,Zakład Wodociągowy Gminny (fikc.),0,brak,197,0,71.8,2025-05-24
IK-06-01281,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,1307,0,42.5,2025-12-22
IK-06-01283,Wodociągi Miejskie (fikc.),1,zatwierdzony,754,1,62.6,2026-01-14
IK-06-01285,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,1015,1,77.2,2026-02-26
IK-06-01290,Wodociągi Miejskie (fikc.),0,zatwierdzony,446,0,14.2,2025-12-16
IK-06-01293,Zakład Wodociągowy Gminny (fikc.),0,w aktualizacji,77,0,3,2026-05-26
IK-06-01297,Zakład Wodociągowy Gminny (fikc.),1,brak,923,1,45.9,2026-02-24
IK-06-01300,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,591,1,88.2,2026-01-05
IK-06-01303,Wodociągi Miejskie (fikc.),1,zatwierdzony,1457,1,62.8,2026-05-15
IK-06-01306,Wodociągi Miejskie (fikc.),1,w aktualizacji,409,1,63.3,2026-02-09
IK-06-01307,Wodociągi Miejskie (fikc.),0,w aktualizacji,404,0,25.5,2026-01-17
IK-06-01308,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,1151,0,12.8,2026-07-08
IK-06-01313,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,768,0,24.4,2026-07-21
IK-06-01315,Wodociągi Miejskie (fikc.),0,w aktualizacji,339,0,75.7,2026-01-15
IK-06-01317,Wodociągi Miejskie (fikc.),0,brak,290,0,43.8,2026-06-08
IK-06-01318,Wodociągi Miejskie (fikc.),1,w aktualizacji,857,1,44.2,2025-09-05
IK-06-01320,Wodociągi Miejskie (fikc.),1,w aktualizacji,1475,1,56.9,2026-02-08
IK-06-01324,Wodociągi Miejskie (fikc.),0,w aktualizacji,919,0,31.7,2026-02-01
IK-06-01326,Wodociągi Miejskie (fikc.),1,zatwierdzony,1442,1,100,2025-08-15
IK-06-01329,Wodociągi Miejskie (fikc.),1,w aktualizacji,379,0,36.6,2026-06-09
IK-06-01330,Wodociągi Miejskie (fikc.),1,w aktualizacji,99,1,65.0,2026-04-04
IK-06-01331,Wodociągi Miejskie (fikc.),1,zatwierdzony,1123,0,47.1,2025-08-04
IK-06-01334,Wodociągi Miejskie (fikc.),1,w aktualizacji,379,1,68.2,2026-01-25
IK-06-01335,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,1345,1,36.8,2026-05-31
IK-06-01336,Zakład Wodociągowy Gminny (fikc.),1,brak,379,1,86.6,2025-08-23
IK-06-01339,Zakład Wodociągowy Gminny (fikc.),1,brak,882,0,22.1,2025-11-01
IK-06-01340,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,724,1,62.0,2025-08-28
IK-06-01344,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,732,1,52.3,2025-12-26
IK-06-01345,Wodociągi Miejskie (fikc.),1,zatwierdzony,482,1,32.0,2026-06-05
IK-06-01348,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,1361,1,81.1,2025-05-16
IK-06-01352,Wodociągi Miejskie (fikc.),1,brak,428,0,53.6,2025-05-31
IK-06-01354,Wodociągi Miejskie (fikc.),1,w aktualizacji,761,0,18.9,2025-10-10
IK-06-01356,Zakład Wodociągowy Gminny (fikc.),0,w aktualizacji,1295,0,27.9,2025-11-19
IK-06-01357,Wodociągi Miejskie (fikc.),0,w aktualizacji,380,0,19.2,2026-01-23
IK-06-01358,Zakład Wodociągowy Gminny (fikc.),0,zatwierdzony,411,1,90.4,2025-06-05
IK-06-01360,Wodociągi Miejskie (fikc.),0,brak,147,0,72.5,2025-10-31
IK-06-01361,Wodociągi Miejskie (fikc.),0,w aktualizacji,125,0,59.4,2026-08-20
IK-06-01363,Zakład Wodociągowy Gminny (fikc.),1,brak,1163,1,52.9,2025-09-09
IK-06-01364,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,555,0,30.1,2026-05-07
IK-07-01365,Samodzielny Publiczny ZOZ (fikc.),0,w aktualizacji,355,1,55.2,2026-01-31
IK-07-01366,Samodzielny Publiczny ZOZ (fikc.),1,brak,1121,0,20.7,2025-10-19
IK-07-01367,Szpital Wojewódzki (fikc.),1,w aktualizacji,1216,1,63.2,2026-02-05
IK-07-01368,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,971,1,49.8,2025-08-14
IK-07-01369,Sieć Medyczna Vita (fikc.),1,zatwierdzony,524,1,64.1,2025-11-07
IK-07-01371,Samodzielny Publiczny ZOZ (fikc.),1,brak,1236,1,54.1,2025-09-19
IK-07-01372,Sieć Medyczna Vita (fikc.),1,zatwierdzony,630,1,81.7,2025-05-17
IK-07-01373,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,1468,1,62.1,2025-12-20
IK-07-01375,Sieć Medyczna Vita (fikc.),1,w aktualizacji,613,1,58.3,2025-06-04
IK-07-01376,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,659,1,82.2,2025-07-08
IK-07-01377,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,1367,1,92.7,2026-07-28
IK-07-01379,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,1117,1,66.6,2026-02-06
IK-07-01380,Szpital Wojewódzki (fikc.),1,zatwierdzony,228,1,58.2,2026-03-12
IK-07-01381,Samodzielny Publiczny ZOZ (fikc.),0,zatwierdzony,21,1,61.3,2026-06-04
IK-07-01382,Szpital Wojewódzki (fikc.),1,w aktualizacji,1465,1,65.2,2026-03-04
IK-07-01383,Sieć Medyczna Vita (fikc.),1,w aktualizacji,319,1,95.8,2025-09-14
IK-07-01384,Szpital Wojewódzki (fikc.),1,brak,182,1,52.0,2026-04-28
IK-07-01385,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,874,1,65.0,2026-06-19
IK-07-01386,Sieć Medyczna Vita (fikc.),1,brak,997,1,31.1,2025-05-06
IK-07-01388,Szpital Wojewódzki (fikc.),1,w aktualizacji,1247,1,37.5,2025-06-13
IK-07-01389,Szpital Wojewódzki (fikc.),0,zatwierdzony,162,0,15.0,2026-08-18
IK-07-01390,Szpital Wojewódzki (fikc.),1,zatwierdzony,802,1,81.0,2025-05-14
IK-07-01391,Sieć Medyczna Vita (fikc.),0,zatwierdzony,1290,0,51.6,2026-05-27
IK-07-01392,Szpital Wojewódzki (fikc.),1,zatwierdzony,952,1,59.8,2026-07-06
IK-07-01393,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,85,1,84.6,2025-06-01
IK-07-01395,Sieć Medyczna Vita (fikc.),1,zatwierdzony,481,1,70.2,2025-08-24
IK-07-01396,Szpital Wojewódzki (fikc.),0,zatwierdzony,1372,1,84.0,2026-08-02
IK-07-01397,Sieć Medyczna Vita (fikc.),1,zatwierdzony,1053,1,65.4,2026-02-03
IK-07-01398,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,839,1,99.1,2025-08-21
IK-07-01399,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,1074,0,62.4,2025-07-31
IK-07-01400,Sieć Medyczna Vita (fikc.),1,zatwierdzony,989,1,60.0,2025-11-15
IK-07-01401,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,1253,1,63.9,2025-06-01
IK-07-01402,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,362,1,73.5,2026-02-22
IK-07-01403,Sieć Medyczna Vita (fikc.),0,zatwierdzony,518,0,31.4,2026-03-25
IK-07-01404,Samodzielny Publiczny ZOZ (fikc.),1,brak,1189,1,67.2,2025-08-07
IK-07-01405,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,297,1,69.3,2026-03-29
IK-07-01406,Sieć Medyczna Vita (fikc.),1,w aktualizacji,855,1,55.4,2025-09-25
IK-07-01408,Sieć Medyczna Vita (fikc.),1,zatwierdzony,1393,1,38.2,2026-02-10
IK-07-01409,Sieć Medyczna Vita (fikc.),1,zatwierdzony,1031,1,69.8,2026-05-26
IK-07-01410,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,440,1,66.0,2026-01-12
IK-07-01411,Sieć Medyczna Vita (fikc.),1,brak,522,1,73.3,2025-05-02
IK-07-01412,Sieć Medyczna Vita (fikc.),1,w aktualizacji,1088,1,49.1,2025-09-24
IK-07-01413,Sieć Medyczna Vita (fikc.),0,w aktualizacji,594,0,21.1,2025-11-12
IK-07-01414,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,1149,1,68.9,2025-12-27
IK-07-01415,Sieć Medyczna Vita (fikc.),1,zatwierdzony,695,1,44.8,2025-05-18
IK-07-01416,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,860,1,76.7,2026-05-08
IK-07-01417,Szpital Wojewódzki (fikc.),1,zatwierdzony,1283,1,76.0,2025-10-04
IK-07-01418,Szpital Wojewódzki (fikc.),1,zatwierdzony,964,0,49.7,2025-05-18
IK-07-01419,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,39,1,70.8,2025-09-12
IK-07-01420,Szpital Wojewódzki (fikc.),0,zatwierdzony,1483,0,36.8,2025-12-13
IK-07-01421,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,435,1,54.4,2025-12-27
IK-07-01422,Szpital Wojewódzki (fikc.),1,w aktualizacji,888,0,15.3,2025-08-10
IK-07-01423,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,974,1,58.3,2026-09-03
IK-07-01424,Sieć Medyczna Vita (fikc.),1,zatwierdzony,125,1,74.4,2025-12-12
IK-07-01425,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,1302,1,95.4,2026-04-15
IK-07-01427,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,314,1,66.9,2025-08-24
IK-07-01428,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,582,1,89.1,2026-03-17
IK-07-01429,Szpital Wojewódzki (fikc.),0,zatwierdzony,911,1,71.6,2025-10-04
IK-07-01431,Samodzielny Publiczny ZOZ (fikc.),0,brak,1149,0,25.2,2026-07-24
IK-07-01432,Samodzielny Publiczny ZOZ (fikc.),0,brak,1338,0,37.9,2026-04-21
IK-07-01433,Samodzielny Publiczny ZOZ (fikc.),1,brak,22,0,20.2,2025-10-12
IK-07-01434,Samodzielny Publiczny ZOZ (fikc.),0,brak,1125,0,20.8,2026-01-14
IK-07-01435,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,365,0,38.6,2025-09-27
IK-07-01437,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,241,1,81.1,2026-08-23
IK-07-01438,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,1090,1,69.7,2025-12-08
IK-07-01441,Sieć Medyczna Vita (fikc.),1,zatwierdzony,619,0,18.4,2026-08-13
IK-07-01443,Szpital Wojewódzki (fikc.),1,zatwierdzony,174,1,49.6,2025-08-14
IK-07-01444,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,1330,0,37.0,2025-08-05
IK-07-01445,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,65,1,32.6,2026-07-05
IK-07-01446,Szpital Wojewódzki (fikc.),0,brak,550,0,36.9,2026-01-17
IK-07-01447,Sieć Medyczna Vita (fikc.),1,brak,1014,1,82.2,2025-11-25
IK-07-01448,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,405,1,64.2,2026-04-28
IK-07-01449,Samodzielny Publiczny ZOZ (fikc.),0,w aktualizacji,342,0,21.3,2025-07-07
IK-07-01450,Szpital Wojewódzki (fikc.),0,w aktualizacji,1119,0,31.5,2026-05-19
IK-07-01451,Samodzielny Publiczny ZOZ (fikc.),1,brak,1158,1,43.3,2025-06-13
IK-07-01452,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,283,1,34.1,2026-03-20
IK-07-01453,Szpital Wojewódzki (fikc.),0,w aktualizacji,872,1,56.8,2025-11-11
IK-07-01455,Sieć Medyczna Vita (fikc.),0,brak,492,0,3,2026-04-29
IK-07-01456,Szpital Wojewódzki (fikc.),1,zatwierdzony,1423,1,80.1,2026-01-31
IK-07-01457,Samodzielny Publiczny ZOZ (fikc.),0,brak,699,0,32.7,2026-01-18
IK-07-01458,Sieć Medyczna Vita (fikc.),1,brak,828,0,3,2025-07-17
IK-07-01459,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,1373,0,4.4,2026-02-09
IK-07-01460,Sieć Medyczna Vita (fikc.),0,zatwierdzony,1083,0,45.1,2025-06-23
IK-07-01461,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,328,1,57.2,2026-06-28
IK-07-01462,Sieć Medyczna Vita (fikc.),1,zatwierdzony,242,1,67.5,2025-06-18
IK-07-01463,Szpital Wojewódzki (fikc.),1,brak,1377,1,100,2025-10-19
IK-07-01464,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,132,1,56.9,2025-04-28
IK-07-01465,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,102,1,81.4,2026-01-28
IK-07-01467,Szpital Wojewódzki (fikc.),1,zatwierdzony,1007,1,33.8,2026-07-27
IK-07-01468,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,419,1,41.1,2026-04-25
IK-07-01470,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,245,1,89.0,2026-01-13
IK-07-01472,Szpital Wojewódzki (fikc.),0,brak,1102,0,25.6,2026-07-31
IK-07-01473,Szpital Wojewódzki (fikc.),1,zatwierdzony,900,1,72.2,2026-03-19
IK-07-01474,Sieć Medyczna Vita (fikc.),1,w aktualizacji,747,1,52.1,2026-04-28
IK-07-01477,Samodzielny Publiczny ZOZ (fikc.),0,brak,1244,1,47.0,2025-10-02
IK-07-01479,Szpital Wojewódzki (fikc.),1,zatwierdzony,755,1,71.9,2025-11-15
IK-07-01480,Szpital Wojewódzki (fikc.),1,w aktualizacji,460,1,33.4,2026-07-22
IK-07-01481,Szpital Wojewódzki (fikc.),1,zatwierdzony,1257,1,23.7,2026-03-24
IK-07-01483,Szpital Wojewódzki (fikc.),1,zatwierdzony,1352,1,49.6,2026-03-24
IK-07-01486,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,195,1,72.1,2025-07-31
IK-07-01487,Samodzielny Publiczny ZOZ (fikc.),0,zatwierdzony,1015,1,37.6,2026-08-17
IK-07-01489,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,416,1,72.8,2025-11-09
IK-07-01490,Samodzielny Publiczny ZOZ (fikc.),0,w aktualizacji,835,0,27.0,2026-07-12
IK-07-01491,Samodzielny Publiczny ZOZ (fikc.),0,brak,1327,0,24.8,2025-06-11
IK-07-01494,Sieć Medyczna Vita (fikc.),1,zatwierdzony,1148,0,77.0,2026-05-06
IK-07-01497,Sieć Medyczna Vita (fikc.),1,zatwierdzony,130,1,54.8,2026-02-23
IK-07-01498,Samodzielny Publiczny ZOZ (fikc.),1,brak,208,1,90.5,2026-05-27
IK-07-01499,Szpital Wojewódzki (fikc.),1,zatwierdzony,282,1,36.8,2025-09-10
IK-07-01500,Sieć Medyczna Vita (fikc.),1,zatwierdzony,452,1,85.6,2026-07-26
IK-07-01502,Sieć Medyczna Vita (fikc.),0,zatwierdzony,117,0,31.2,2026-06-26
IK-07-01503,Sieć Medyczna Vita (fikc.),1,brak,1223,0,45.8,2025-12-08
IK-07-01504,Szpital Wojewódzki (fikc.),1,zatwierdzony,211,1,91.4,2025-12-30
IK-07-01505,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,1429,1,27.9,2025-12-07
IK-07-01506,Szpital Wojewódzki (fikc.),0,brak,580,0,33.1,2025-06-02
IK-07-01508,Sieć Medyczna Vita (fikc.),1,w aktualizacji,303,1,76.6,2025-06-08
IK-07-01512,Szpital Wojewódzki (fikc.),1,w aktualizacji,287,1,94.3,2025-09-23
IK-07-01515,Samodzielny Publiczny ZOZ (fikc.),1,brak,690,0,3,2026-01-21
IK-07-01516,Szpital Wojewódzki (fikc.),1,brak,395,1,41.1,2026-04-01
IK-07-01517,Samodzielny Publiczny ZOZ (fikc.),1,brak,375,1,70.3,2025-07-27
IK-07-01518,Szpital Wojewódzki (fikc.),1,zatwierdzony,1320,1,94.4,2026-05-29
IK-07-01519,Sieć Medyczna Vita (fikc.),1,zatwierdzony,135,1,66.9,2025-08-16
IK-07-01520,Sieć Medyczna Vita (fikc.),1,zatwierdzony,826,1,30.6,2026-01-19
IK-07-01521,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,275,0,24.9,2025-09-28
IK-07-01522,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,621,1,45.2,2026-04-08
IK-07-01523,Szpital Wojewódzki (fikc.),0,brak,1176,0,22.3,2026-06-18
IK-07-01524,Sieć Medyczna Vita (fikc.),1,zatwierdzony,1424,1,81.6,2026-05-14
IK-07-01528,Szpital Wojewódzki (fikc.),1,brak,1093,0,73.9,2026-08-22
IK-07-01529,Szpital Wojewódzki (fikc.),1,zatwierdzony,265,1,63.4,2026-03-28
IK-07-01531,Sieć Medyczna Vita (fikc.),1,zatwierdzony,1058,1,30.3,2025-06-10
IK-07-01532,Sieć Medyczna Vita (fikc.),1,zatwierdzony,1203,1,69.6,2025-12-12
IK-07-01533,Sieć Medyczna Vita (fikc.),0,w aktualizacji,477,0,3.6,2025-05-17
IK-07-01534,Szpital Wojewódzki (fikc.),0,zatwierdzony,1345,0,31.2,2025-12-05
IK-07-01536,Samodzielny Publiczny ZOZ (fikc.),0,w aktualizacji,1048,0,18.8,2026-03-17
IK-07-01537,Szpital Wojewódzki (fikc.),1,zatwierdzony,517,1,74.7,2025-06-05
IK-07-01538,Samodzielny Publiczny ZOZ (fikc.),0,w aktualizacji,708,0,15.6,2026-08-29
IK-07-01540,Sieć Medyczna Vita (fikc.),1,zatwierdzony,532,1,53.3,2025-07-20
IK-07-01541,Szpital Wojewódzki (fikc.),0,brak,1024,0,33.2,2025-11-19
IK-07-01542,Sieć Medyczna Vita (fikc.),0,zatwierdzony,1244,1,76.2,2025-10-28
IK-07-01543,Szpital Wojewódzki (fikc.),0,w aktualizacji,555,0,35.3,2025-10-25
IK-07-01544,Sieć Medyczna Vita (fikc.),1,w aktualizacji,414,0,24.5,2026-08-28
IK-07-01545,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,509,1,94.1,2025-09-30
IK-07-01547,Sieć Medyczna Vita (fikc.),1,zatwierdzony,710,1,33.4,2026-02-02
IK-07-01549,Szpital Wojewódzki (fikc.),0,zatwierdzony,729,0,12.4,2026-04-06
IK-07-01550,Sieć Medyczna Vita (fikc.),1,w aktualizacji,1041,0,33.7,2026-08-14
IK-07-01551,Sieć Medyczna Vita (fikc.),1,zatwierdzony,225,1,88.1,2026-06-15
IK-07-01556,Szpital Wojewódzki (fikc.),0,brak,945,0,49.1,2025-11-15
IK-07-01557,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,1222,1,75.7,2026-03-02
IK-07-01560,Sieć Medyczna Vita (fikc.),0,w aktualizacji,1100,0,24.1,2025-12-19
IK-07-01561,Samodzielny Publiczny ZOZ (fikc.),1,brak,1148,0,67.6,2026-07-05
IK-07-01562,Samodzielny Publiczny ZOZ (fikc.),0,brak,313,0,9.8,2025-09-28
IK-07-01563,Sieć Medyczna Vita (fikc.),1,w aktualizacji,436,0,31.2,2026-08-10
IK-07-01565,Samodzielny Publiczny ZOZ (fikc.),0,brak,1161,0,31.6,2025-08-01
IK-07-01566,Szpital Wojewódzki (fikc.),1,zatwierdzony,363,1,44.8,2026-05-01
IK-07-01567,Szpital Wojewódzki (fikc.),1,w aktualizacji,708,0,15.3,2026-02-15
IK-07-01568,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,25,1,58.5,2026-06-04
IK-07-01570,Samodzielny Publiczny ZOZ (fikc.),0,zatwierdzony,1499,0,48.2,2025-10-24
IK-07-01571,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,327,0,21.0,2026-01-15
IK-07-01572,Samodzielny Publiczny ZOZ (fikc.),0,zatwierdzony,151,0,50.3,2026-04-10
IK-07-01575,Szpital Wojewódzki (fikc.),1,zatwierdzony,1183,1,89.6,2026-08-23
IK-07-01577,Sieć Medyczna Vita (fikc.),0,zatwierdzony,519,1,78.4,2026-03-04
IK-07-01580,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,1110,1,83.6,2025-07-17
IK-07-01584,Sieć Medyczna Vita (fikc.),1,zatwierdzony,1386,1,87.9,2025-09-11
IK-07-01585,Samodzielny Publiczny ZOZ (fikc.),0,zatwierdzony,909,0,91.4,2025-07-19
IK-07-01587,Sieć Medyczna Vita (fikc.),1,zatwierdzony,435,0,14.9,2026-05-31
IK-07-01588,Sieć Medyczna Vita (fikc.),1,zatwierdzony,1062,1,47.1,2025-09-01
IK-07-01589,Sieć Medyczna Vita (fikc.),0,brak,74,0,34.1,2025-08-06
IK-07-01590,Szpital Wojewódzki (fikc.),0,brak,362,0,19.0,2025-08-06
IK-07-01591,Sieć Medyczna Vita (fikc.),1,zatwierdzony,203,1,100,2025-05-27
IK-07-01592,Sieć Medyczna Vita (fikc.),1,brak,1174,1,61.9,2025-10-07
IK-07-01594,Samodzielny Publiczny ZOZ (fikc.),0,w aktualizacji,902,0,33.9,2026-05-05
IK-07-01595,Szpital Wojewódzki (fikc.),1,w aktualizacji,1491,0,24.0,2025-09-17
IK-07-01596,Samodzielny Publiczny ZOZ (fikc.),1,w aktualizacji,755,1,75.4,2025-09-23
IK-07-01598,Szpital Wojewódzki (fikc.),1,w aktualizacji,1243,0,9.7,2025-08-24
IK-07-01599,Sieć Medyczna Vita (fikc.),1,zatwierdzony,1036,1,72.0,2026-08-19
IK-07-01601,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,39,1,100,2026-08-11
IK-07-01602,Szpital Wojewódzki (fikc.),0,brak,1428,0,27.2,2025-12-20
IK-07-01603,Sieć Medyczna Vita (fikc.),0,brak,226,0,51.2,2025-10-21
IK-07-01604,Samodzielny Publiczny ZOZ (fikc.),0,brak,1022,1,39.1,2026-01-04
IK-07-01605,Szpital Wojewódzki (fikc.),1,w aktualizacji,829,0,47.5,2026-01-26
IK-07-01606,Sieć Medyczna Vita (fikc.),0,brak,772,0,57.1,2026-05-14
IK-07-01607,Samodzielny Publiczny ZOZ (fikc.),1,brak,885,1,100,2026-08-14
IK-07-01611,Samodzielny Publiczny ZOZ (fikc.),0,brak,1067,0,9.7,2025-10-25
IK-07-01613,Samodzielny Publiczny ZOZ (fikc.),1,zatwierdzony,1296,1,58.2,2025-08-13
IK-07-01614,Sieć Medyczna Vita (fikc.),1,zatwierdzony,598,1,34.3,2025-11-26
IK-08-01615,Porty Lotnicze (fikc.),0,brak,72,0,46.8,2025-12-12
