edge_id,source_node_id,target_node_id,source_system,target_system,dependency_type,impact_share,lag_hours,redundancy_level,cross_voivodeship,contract_sla_hours,verified_in_exercise
E-005883,IK-01-00038,IK-01-00051,IK01,IK01,electricity,0.55,0.0,partial,0,8.6,0
E-005884,IK-01-00030,IK-01-00051,IK01,IK01,electricity,0.55,0.0,partial,0,9.7,0
E-005885,IK-01-00017,IK-01-00052,IK01,IK01,electricity,0.55,0.0,partial,0,6.0,0
E-005886,IK-01-00012,IK-01-00052,IK01,IK01,electricity,0.55,0.0,partial,0,17.2,1
E-005887,IK-01-00036,IK-01-00053,IK01,IK01,electricity,0.55,0.0,partial,0,2.9,0
E-005888,IK-01-00010,IK-01-00054,IK01,IK01,electricity,0.55,0.0,none,0,9.6,0
E-005889,IK-01-00022,IK-01-00055,IK01,IK01,electricity,0.55,0.0,partial,0,12.2,0
E-005890,IK-01-00021,IK-01-00055,IK01,IK01,electricity,0.55,0.0,partial,0,6.9,0
E-005891,IK-01-00009,IK-01-00056,IK01,IK01,electricity,0.55,0.0,partial,0,7.6,0
E-005892,IK-01-00035,IK-01-00056,IK01,IK01,electricity,0.55,0.0,none,0,6.6,1
E-005893,IK-01-00023,IK-01-00057,IK01,IK01,electricity,0.55,0.0,partial,0,13.0,1
E-005894,IK-01-00035,IK-01-00057,IK01,IK01,electricity,0.55,0.0,partial,0,12.2,1
E-005895,IK-01-00001,IK-01-00058,IK01,IK01,electricity,0.55,0.0,partial,1,6.5,0
E-005896,IK-01-00020,IK-01-00058,IK01,IK01,electricity,0.55,0.0,none,1,6.4,0
E-005897,IK-01-00001,IK-01-00059,IK01,IK01,electricity,0.55,0.0,partial,1,4.2,1
E-005898,IK-01-00020,IK-01-00059,IK01,IK01,electricity,0.55,0.0,none,1,5.4,0
E-005899,IK-01-00001,IK-01-00060,IK01,IK01,electricity,0.55,0.0,partial,0,6.4,0
E-005900,IK-01-00034,IK-01-00061,IK01,IK01,electricity,0.55,0.0,partial,0,1.0,0
E-005901,IK-01-00010,IK-01-00062,IK01,IK01,electricity,0.55,0.0,partial,0,10.2,1
E-005902,IK-01-00015,IK-01-00063,IK01,IK01,electricity,0.55,0.0,none,0,2.2,1
E-005903,IK-01-00011,IK-01-00064,IK01,IK01,electricity,0.55,0.0,partial,1,3.0,1
E-005904,IK-01-00005,IK-01-00064,IK01,IK01,electricity,0.55,0.0,partial,1,8.9,0
E-005905,IK-01-00002,IK-01-00065,IK01,IK01,electricity,0.55,0.0,partial,0,3.8,1
E-005906,IK-01-00010,IK-01-00066,IK01,IK01,electricity,0.55,0.0,partial,0,3.7,0
E-005907,IK-01-00019,IK-01-00066,IK01,IK01,electricity,0.55,0.0,partial,0,11.4,0
E-005908,IK-01-00002,IK-01-00067,IK01,IK01,electricity,0.55,0.0,partial,0,8.8,1
E-005909,IK-01-00015,IK-01-00068,IK01,IK01,electricity,0.55,0.0,none,0,7.9,1
E-005910,IK-01-00024,IK-01-00068,IK01,IK01,electricity,0.55,0.0,partial,0,6.0,1
E-005911,IK-01-00026,IK-01-00069,IK01,IK01,electricity,0.55,0.0,partial,0,1.4,0
E-005912,IK-01-00013,IK-01-00069,IK01,IK01,electricity,0.55,0.0,none,0,3.5,0
E-005913,IK-01-00027,IK-01-00070,IK01,IK01,electricity,0.55,0.0,none,0,10.6,0
E-005914,IK-01-00016,IK-01-00070,IK01,IK01,electricity,0.55,0.0,none,0,8.6,0
E-005915,IK-01-00006,IK-01-00071,IK01,IK01,electricity,0.55,0.0,none,0,4.4,0
E-005916,IK-01-00013,IK-01-00071,IK01,IK01,electricity,0.55,0.0,partial,0,1.0,1
E-005917,IK-01-00034,IK-01-00072,IK01,IK01,electricity,0.55,0.0,none,0,10.9,0
E-005918,IK-01-00001,IK-01-00073,IK01,IK01,electricity,0.55,0.0,partial,1,11.4,0
E-005919,IK-01-00020,IK-01-00073,IK01,IK01,electricity,0.55,0.0,none,1,3.9,0
E-005920,IK-01-00022,IK-01-00074,IK01,IK01,electricity,0.55,0.0,partial,1,15.7,0
E-005921,IK-01-00011,IK-01-00075,IK01,IK01,electricity,0.55,0.0,partial,1,7.8,0
E-005922,IK-01-00020,IK-01-00075,IK01,IK01,electricity,0.55,0.0,partial,1,3.6,1
E-005923,IK-01-00008,IK-01-00076,IK01,IK01,electricity,0.55,0.0,partial,0,6.7,1
E-005924,IK-01-00004,IK-01-00077,IK01,IK01,electricity,0.55,0.0,partial,0,4.6,0
E-005925,IK-01-00006,IK-01-00078,IK01,IK01,electricity,0.55,0.0,partial,0,9.4,1
E-005926,IK-01-00013,IK-01-00078,IK01,IK01,electricity,0.55,0.0,none,0,4.9,1
E-005927,IK-01-00030,IK-01-00079,IK01,IK01,electricity,0.55,0.0,none,0,7.6,1
E-005928,IK-01-00038,IK-01-00079,IK01,IK01,electricity,0.55,0.0,partial,0,5.7,1
E-005929,IK-01-00010,IK-01-00080,IK01,IK01,electricity,0.55,0.0,none,0,5.1,1
E-005930,IK-01-00004,IK-01-00081,IK01,IK01,electricity,0.55,0.0,partial,0,3.3,0
E-005931,IK-01-00009,IK-01-00081,IK01,IK01,electricity,0.55,0.0,partial,0,14.1,1
E-005932,IK-01-00006,IK-01-00082,IK01,IK01,electricity,0.55,0.0,none,0,9.4,1
E-005933,IK-01-00013,IK-01-00082,IK01,IK01,electricity,0.55,0.0,partial,0,2.8,0
E-005934,IK-01-00025,IK-01-00083,IK01,IK01,electricity,0.55,0.0,none,0,14.8,1
E-005935,IK-01-00007,IK-01-00083,IK01,IK01,electricity,0.55,0.0,none,0,3.3,1
E-005936,IK-01-00001,IK-01-00084,IK01,IK01,electricity,0.55,0.0,partial,1,17.3,0
E-005937,IK-01-00025,IK-01-00085,IK01,IK01,electricity,0.55,0.0,partial,0,8.8,0
E-005938,IK-01-00034,IK-01-00085,IK01,IK01,electricity,0.55,0.0,partial,0,13.4,1
E-005939,IK-01-00039,IK-01-00086,IK01,IK01,electricity,0.55,0.0,none,1,6.7,0
E-005940,IK-01-00036,IK-01-00086,IK01,IK01,electricity,0.55,0.0,partial,0,13.9,1
E-005941,IK-01-00037,IK-01-00087,IK01,IK01,electricity,0.55,0.0,none,0,10.4,0
E-005942,IK-01-00026,IK-01-00087,IK01,IK01,electricity,0.55,0.0,partial,0,8.7,0
E-005943,IK-01-00033,IK-01-00088,IK01,IK01,electricity,0.55,0.0,partial,0,9.2,0
E-005944,IK-01-00011,IK-01-00089,IK01,IK01,electricity,0.55,0.0,none,0,11.5,0
E-005945,IK-01-00008,IK-01-00090,IK01,IK01,electricity,0.55,0.0,none,0,8.2,1
E-005946,IK-01-00006,IK-01-00091,IK01,IK01,electricity,0.55,0.0,partial,0,9.7,0
E-005947,IK-01-00011,IK-01-00092,IK01,IK01,electricity,0.55,0.0,partial,0,6.9,1
E-005948,IK-01-00005,IK-01-00092,IK01,IK01,electricity,0.55,0.0,partial,0,7.3,0
E-005949,IK-01-00011,IK-01-00093,IK01,IK01,electricity,0.55,0.0,none,0,12.3,1
E-005950,IK-01-00015,IK-01-00094,IK01,IK01,electricity,0.55,0.0,partial,0,5.1,0
E-005951,IK-01-00002,IK-01-00095,IK01,IK01,electricity,0.55,0.0,none,0,6.0,0
E-005952,IK-01-00032,IK-01-00095,IK01,IK01,electricity,0.55,0.0,partial,0,5.7,1
E-005953,IK-01-00028,IK-01-00096,IK01,IK01,electricity,0.55,0.0,none,0,9.6,1
E-005954,IK-01-00031,IK-01-00096,IK01,IK01,electricity,0.55,0.0,partial,0,13.4,1
E-005955,IK-01-00005,IK-01-00097,IK01,IK01,electricity,0.55,0.0,partial,0,7.1,1
E-005956,IK-01-00014,IK-01-00097,IK01,IK01,electricity,0.55,0.0,partial,0,13.4,1
E-005957,IK-01-00036,IK-01-00098,IK01,IK01,electricity,0.55,0.0,partial,0,6.1,1
E-005958,IK-01-00026,IK-01-00099,IK01,IK01,electricity,0.55,0.0,none,0,11.2,0
E-005959,IK-01-00037,IK-01-00099,IK01,IK01,electricity,0.55,0.0,partial,0,8.4,0
E-005960,IK-01-00016,IK-01-00100,IK01,IK01,electricity,0.55,0.0,none,0,7.7,1
E-005961,IK-01-00027,IK-01-00100,IK01,IK01,electricity,0.55,0.0,partial,0,11.8,0
E-005962,IK-01-00002,IK-01-00101,IK01,IK01,electricity,0.55,0.0,partial,0,13.8,0
E-005963,IK-01-00031,IK-01-00102,IK01,IK01,electricity,0.55,0.0,partial,0,4.0,0
E-005964,IK-01-00028,IK-01-00102,IK01,IK01,electricity,0.55,0.0,partial,0,7.8,0
E-005965,IK-01-00034,IK-01-00103,IK01,IK01,electricity,0.55,0.0,partial,1,6.9,0
E-005966,IK-01-00016,IK-01-00104,IK01,IK01,electricity,0.55,0.0,partial,0,3.2,0
E-005967,IK-01-00027,IK-01-00104,IK01,IK01,electricity,0.55,0.0,none,0,10.2,1
E-005968,IK-01-00021,IK-01-00105,IK01,IK01,electricity,0.55,0.0,partial,0,15.7,0
E-005969,IK-01-00022,IK-01-00105,IK01,IK01,electricity,0.55,0.0,partial,0,3.8,0
E-005970,IK-01-00032,IK-01-00106,IK01,IK01,electricity,0.55,0.0,partial,0,4.8,0
E-005971,IK-01-00002,IK-01-00106,IK01,IK01,electricity,0.55,0.0,partial,0,8.3,0
E-005972,IK-01-00034,IK-01-00107,IK01,IK01,electricity,0.55,0.0,partial,0,9.1,1
E-005973,IK-01-00025,IK-01-00107,IK01,IK01,electricity,0.55,0.0,partial,0,6.8,0
E-005974,IK-01-00007,IK-01-00108,IK01,IK01,electricity,0.55,0.0,partial,0,7.0,1
E-005975,IK-01-00033,IK-01-00109,IK01,IK01,electricity,0.55,0.0,partial,0,1.0,1
E-005976,IK-01-00009,IK-01-00109,IK01,IK01,electricity,0.55,0.0,partial,0,14.6,0
E-005977,IK-01-00001,IK-01-00110,IK01,IK01,electricity,0.55,0.0,partial,1,6.0,0
E-005978,IK-01-00013,IK-01-00111,IK01,IK01,electricity,0.55,0.0,partial,0,4.6,0
E-005979,IK-01-00013,IK-01-00112,IK01,IK01,electricity,0.55,0.0,none,0,8.1,1
E-005980,IK-01-00037,IK-01-00112,IK01,IK01,electricity,0.55,0.0,partial,0,10.1,1
E-005981,IK-01-00001,IK-01-00113,IK01,IK01,electricity,0.55,0.0,none,1,4.4,0
E-005982,IK-01-00033,IK-01-00114,IK01,IK01,electricity,0.55,0.0,partial,0,1.0,1
E-005983,IK-01-00024,IK-01-00115,IK01,IK01,electricity,0.55,0.0,none,0,3.1,0
E-005984,IK-01-00023,IK-01-00116,IK01,IK01,electricity,0.55,0.0,none,0,7.8,1
E-005985,IK-01-00022,IK-01-00117,IK01,IK01,electricity,0.55,0.0,partial,1,4.3,0
E-005986,IK-01-00040,IK-01-00117,IK01,IK01,electricity,0.55,0.0,partial,1,3.6,1
E-005987,IK-01-00016,IK-01-00118,IK01,IK01,electricity,0.55,0.0,none,0,14.1,1
E-005988,IK-01-00006,IK-01-00119,IK01,IK01,electricity,0.55,0.0,none,0,5.5,1
E-005989,IK-01-00006,IK-01-00120,IK01,IK01,electricity,0.55,0.0,none,0,11.7,0
E-005990,IK-01-00013,IK-01-00120,IK01,IK01,electricity,0.55,0.0,none,0,9.0,1
E-005991,IK-01-00013,IK-01-00121,IK01,IK01,electricity,0.55,0.0,partial,0,7.8,1
E-005992,IK-01-00026,IK-01-00121,IK01,IK01,electricity,0.55,0.0,partial,0,6.9,1
E-005993,IK-01-00039,IK-01-00122,IK01,IK01,electricity,0.55,0.0,partial,1,3.9,1
E-005994,IK-01-00036,IK-01-00122,IK01,IK01,electricity,0.55,0.0,partial,0,12.1,0
E-005995,IK-01-00027,IK-01-00123,IK01,IK01,electricity,0.55,0.0,partial,0,3.1,1
E-005996,IK-01-00015,IK-01-00124,IK01,IK01,electricity,0.55,0.0,partial,0,2.7,0
E-005997,IK-01-00008,IK-01-00125,IK01,IK01,electricity,0.55,0.0,none,0,15.6,1
E-005998,IK-01-00016,IK-01-00126,IK01,IK01,electricity,0.55,0.0,partial,0,1.0,0
E-005999,IK-01-00022,IK-01-00127,IK01,IK01,electricity,0.55,0.0,partial,1,9.3,0
E-006000,IK-01-00001,IK-01-00127,IK01,IK01,electricity,0.55,0.0,partial,1,16.6,1
E-006001,IK-01-00012,IK-01-00128,IK01,IK01,electricity,0.55,0.0,none,0,4.0,0
E-006002,IK-01-00039,IK-01-00129,IK01,IK01,electricity,0.55,0.0,partial,1,10.6,0
E-006003,IK-01-00036,IK-01-00129,IK01,IK01,electricity,0.55,0.0,none,0,12.0,1
E-006004,IK-01-00019,IK-01-00130,IK01,IK01,electricity,0.55,0.0,partial,0,7.4,1
E-006005,IK-01-00010,IK-01-00130,IK01,IK01,electricity,0.55,0.0,partial,0,10.3,1
E-006006,IK-01-00007,IK-01-00131,IK01,IK01,electricity,0.55,0.0,partial,0,8.9,0
E-006007,IK-01-00004,IK-01-00132,IK01,IK01,electricity,0.55,0.0,partial,0,6.6,0
E-006008,IK-01-00018,IK-01-00132,IK01,IK01,electricity,0.55,0.0,none,0,15.7,0
E-006009,IK-01-00022,IK-01-00133,IK01,IK01,electricity,0.55,0.0,partial,0,7.2,0
E-006010,IK-01-00009,IK-01-00134,IK01,IK01,electricity,0.55,0.0,none,0,10.3,1
E-006011,IK-01-00018,IK-01-00134,IK01,IK01,electricity,0.55,0.0,partial,0,10.1,0
E-006012,IK-01-00012,IK-01-00135,IK01,IK01,electricity,0.55,0.0,none,0,16.0,1
E-006013,IK-01-00011,IK-01-00136,IK01,IK01,electricity,0.55,0.0,none,1,8.9,1
E-006014,IK-01-00023,IK-01-00137,IK01,IK01,electricity,0.55,0.0,partial,0,4.8,0
E-006015,IK-01-00035,IK-01-00137,IK01,IK01,electricity,0.55,0.0,partial,0,9.0,1
E-006016,IK-01-00030,IK-01-00138,IK01,IK01,electricity,0.55,0.0,partial,0,6.5,0
E-006017,IK-01-00008,IK-01-00138,IK01,IK01,electricity,0.55,0.0,none,0,1.6,0
E-006018,IK-01-00012,IK-01-00139,IK01,IK01,electricity,0.55,0.0,none,0,7.2,0
E-006019,IK-01-00013,IK-01-00140,IK01,IK01,electricity,0.55,0.0,partial,0,10.7,1
E-006020,IK-01-00002,IK-01-00141,IK01,IK01,electricity,0.55,0.0,partial,0,16.8,0
E-006021,IK-01-00032,IK-01-00141,IK01,IK01,electricity,0.55,0.0,partial,0,13.0,0
E-006022,IK-01-00012,IK-01-00142,IK01,IK01,electricity,0.55,0.0,none,0,10.1,0
E-006023,IK-01-00013,IK-01-00143,IK01,IK01,electricity,0.55,0.0,none,0,2.2,1
E-006024,IK-01-00020,IK-01-00144,IK01,IK01,electricity,0.55,0.0,partial,1,12.7,0
E-006025,IK-01-00011,IK-01-00144,IK01,IK01,electricity,0.55,0.0,none,1,9.1,1
E-006026,IK-01-00034,IK-01-00145,IK01,IK01,electricity,0.55,0.0,none,0,9.6,0
E-006027,IK-01-00030,IK-01-00146,IK01,IK01,electricity,0.55,0.0,partial,0,8.2,0
E-006028,IK-01-00002,IK-01-00147,IK01,IK01,electricity,0.55,0.0,none,0,14.8,1
E-006029,IK-01-00032,IK-01-00147,IK01,IK01,electricity,0.55,0.0,none,0,7.4,1
E-006030,IK-01-00037,IK-01-00148,IK01,IK01,electricity,0.55,0.0,partial,0,9.6,0
E-006031,IK-01-00011,IK-01-00149,IK01,IK01,electricity,0.55,0.0,none,0,5.0,0
E-006032,IK-01-00019,IK-01-00150,IK01,IK01,electricity,0.55,0.0,partial,0,14.6,1
E-006033,IK-01-00004,IK-01-00151,IK01,IK01,electricity,0.55,0.0,partial,0,11.2,0
E-006034,IK-01-00004,IK-01-00152,IK01,IK01,electricity,0.55,0.0,none,0,6.4,0
E-006035,IK-01-00023,IK-01-00153,IK01,IK01,electricity,0.55,0.0,partial,0,8.1,0
E-006036,IK-01-00006,IK-01-00154,IK01,IK01,electricity,0.55,0.0,none,0,5.0,0
E-006037,IK-01-00013,IK-01-00154,IK01,IK01,electricity,0.55,0.0,none,0,1.3,1
E-006038,IK-01-00023,IK-01-00155,IK01,IK01,electricity,0.55,0.0,partial,0,11.1,0
E-006039,IK-01-00037,IK-01-00156,IK01,IK01,electricity,0.55,0.0,none,0,3.4,0
E-006040,IK-01-00026,IK-01-00156,IK01,IK01,electricity,0.55,0.0,none,0,7.7,1
E-006041,IK-01-00020,IK-01-00157,IK01,IK01,electricity,0.55,0.0,partial,1,14.1,0
E-006042,IK-01-00001,IK-01-00157,IK01,IK01,electricity,0.55,0.0,partial,1,3.4,1
E-006043,IK-01-00011,IK-01-00158,IK01,IK01,electricity,0.55,0.0,partial,0,6.2,0
E-006044,IK-01-00005,IK-01-00158,IK01,IK01,electricity,0.55,0.0,none,0,6.3,1
E-006045,IK-01-00006,IK-01-00159,IK01,IK01,electricity,0.55,0.0,none,0,4.5,1
E-006046,IK-01-00017,IK-01-00160,IK01,IK01,electricity,0.55,0.0,partial,0,1.0,0
E-006047,IK-01-00020,IK-01-00161,IK01,IK01,electricity,0.55,0.0,partial,1,3.1,0
E-006048,IK-01-00008,IK-01-00161,IK01,IK01,electricity,0.55,0.0,none,1,1.0,0
E-006049,IK-01-00037,IK-01-00162,IK01,IK01,electricity,0.55,0.0,partial,0,3.2,1
E-006050,IK-01-00026,IK-01-00162,IK01,IK01,electricity,0.55,0.0,partial,0,11.1,0
E-006051,IK-01-00037,IK-01-00163,IK01,IK01,electricity,0.55,0.0,partial,0,10.3,1
E-006052,IK-01-00001,IK-01-00164,IK01,IK01,electricity,0.55,0.0,partial,1,5.9,0
E-006053,IK-01-00024,IK-01-00165,IK01,IK01,electricity,0.55,0.0,none,0,5.3,0
E-006054,IK-01-00015,IK-01-00165,IK01,IK01,electricity,0.55,0.0,none,0,7.7,0
E-006055,IK-01-00001,IK-01-00166,IK01,IK01,electricity,0.55,0.0,partial,1,13.8,1
E-006056,IK-01-00034,IK-01-00166,IK01,IK01,electricity,0.55,0.0,none,1,7.5,1
E-006057,IK-01-00001,IK-01-00167,IK01,IK01,electricity,0.55,0.0,partial,0,9.5,1
E-006058,IK-01-00020,IK-01-00167,IK01,IK01,electricity,0.55,0.0,none,0,13.7,0
E-006059,IK-01-00006,IK-01-00168,IK01,IK01,electricity,0.55,0.0,none,0,13.0,1
E-006060,IK-01-00026,IK-01-00169,IK01,IK01,electricity,0.55,0.0,partial,0,17.3,0
E-006061,IK-01-00026,IK-01-00170,IK01,IK01,electricity,0.55,0.0,partial,0,7.9,0
E-006062,IK-01-00033,IK-01-00171,IK01,IK01,electricity,0.55,0.0,none,0,12.2,0
E-006063,IK-01-00015,IK-01-00172,IK01,IK01,electricity,0.55,0.0,none,0,9.0,0
E-006064,IK-01-00024,IK-01-00172,IK01,IK01,electricity,0.55,0.0,none,0,7.8,0
E-006065,IK-01-00015,IK-01-00173,IK01,IK01,electricity,0.55,0.0,partial,0,8.8,1
E-006066,IK-01-00035,IK-01-00174,IK01,IK01,electricity,0.55,0.0,partial,0,1.0,0
E-006067,IK-01-00009,IK-01-00174,IK01,IK01,electricity,0.55,0.0,partial,0,5.1,0
E-006068,IK-01-00038,IK-01-00175,IK01,IK01,electricity,0.55,0.0,none,0,10.0,0
E-006069,IK-01-00030,IK-01-00175,IK01,IK01,electricity,0.55,0.0,none,0,3.8,0
E-006070,IK-01-00033,IK-01-00176,IK01,IK01,electricity,0.55,0.0,none,0,5.1,1
E-006071,IK-01-00027,IK-01-00177,IK01,IK01,electricity,0.55,0.0,partial,0,5.5,0
E-006072,IK-01-00002,IK-01-00178,IK01,IK01,electricity,0.55,0.0,partial,0,10.9,1
E-006073,IK-01-00032,IK-01-00178,IK01,IK01,electricity,0.55,0.0,partial,0,1.0,0
E-006074,IK-01-00026,IK-01-00179,IK01,IK01,electricity,0.55,0.0,partial,0,5.7,1
E-006075,IK-01-00037,IK-01-00179,IK01,IK01,electricity,0.55,0.0,none,0,8.8,0
E-006076,IK-01-00032,IK-01-00180,IK01,IK01,electricity,0.55,0.0,partial,0,13.9,0
E-006077,IK-01-00002,IK-01-00180,IK01,IK01,electricity,0.55,0.0,none,0,9.8,1
E-006078,IK-01-00021,IK-01-00181,IK01,IK01,electricity,0.55,0.0,partial,0,5.5,0
E-006079,IK-01-00031,IK-01-00182,IK01,IK01,electricity,0.55,0.0,none,0,9.2,0
E-006080,IK-01-00004,IK-01-00183,IK01,IK01,electricity,0.55,0.0,none,0,7.0,1
E-006081,IK-01-00027,IK-01-00183,IK01,IK01,electricity,0.55,0.0,none,0,10.1,1
E-006082,IK-01-00025,IK-01-00184,IK01,IK01,electricity,0.55,0.0,none,0,1.0,0
E-006083,IK-01-00034,IK-01-00184,IK01,IK01,electricity,0.55,0.0,partial,0,10.6,0
E-006084,IK-01-00009,IK-01-00185,IK01,IK01,electricity,0.55,0.0,none,0,10.3,1
E-006085,IK-01-00004,IK-01-00185,IK01,IK01,electricity,0.55,0.0,partial,0,3.5,1
E-006086,IK-01-00023,IK-01-00186,IK01,IK01,electricity,0.55,0.0,none,0,7.3,0
E-006087,IK-01-00035,IK-01-00186,IK01,IK01,electricity,0.55,0.0,partial,0,4.6,0
E-006088,IK-01-00027,IK-01-00187,IK01,IK01,electricity,0.55,0.0,none,0,14.3,0
E-006089,IK-01-00016,IK-01-00187,IK01,IK01,electricity,0.55,0.0,none,0,11.5,0
E-006090,IK-01-00034,IK-01-00188,IK01,IK01,electricity,0.55,0.0,partial,0,5.5,0
E-006091,IK-01-00025,IK-01-00188,IK01,IK01,electricity,0.55,0.0,partial,0,9.1,0
E-006092,IK-01-00010,IK-01-00189,IK01,IK01,electricity,0.55,0.0,partial,0,12.2,1
E-006093,IK-01-00026,IK-01-00190,IK01,IK01,electricity,0.55,0.0,partial,0,13.3,0
E-006094,IK-01-00040,IK-01-00191,IK01,IK01,electricity,0.55,0.0,none,0,6.8,0
E-006095,IK-01-00021,IK-01-00191,IK01,IK01,electricity,0.55,0.0,partial,0,6.3,0
E-006096,IK-01-00026,IK-01-00192,IK01,IK01,electricity,0.55,0.0,none,0,5.7,0
E-006097,IK-01-00013,IK-01-00192,IK01,IK01,electricity,0.55,0.0,none,0,11.3,0
E-006098,IK-01-00013,IK-01-00193,IK01,IK01,electricity,0.55,0.0,none,0,3.5,0
E-006099,IK-01-00038,IK-01-00194,IK01,IK01,electricity,0.55,0.0,none,0,4.7,0
E-006100,IK-01-00015,IK-01-00195,IK01,IK01,electricity,0.55,0.0,partial,0,1.0,0
E-006101,IK-01-00024,IK-01-00195,IK01,IK01,electricity,0.55,0.0,none,0,9.4,0
E-006102,IK-01-00033,IK-01-00196,IK01,IK01,electricity,0.55,0.0,none,0,10.5,0
E-006103,IK-01-00025,IK-01-00197,IK01,IK01,electricity,0.55,0.0,partial,0,1.3,0
E-006104,IK-01-00007,IK-01-00197,IK01,IK01,electricity,0.55,0.0,partial,0,9.7,0
E-006105,IK-01-00013,IK-01-00198,IK01,IK01,electricity,0.55,0.0,partial,0,10.8,0
E-006106,IK-01-00006,IK-01-00198,IK01,IK01,electricity,0.55,0.0,none,0,1.1,0
E-006107,IK-01-00027,IK-01-00199,IK01,IK01,electricity,0.55,0.0,partial,0,7.7,0
E-006108,IK-01-00016,IK-01-00199,IK01,IK01,electricity,0.55,0.0,partial,0,16.0,1
E-006109,IK-01-00024,IK-01-00200,IK01,IK01,electricity,0.55,0.0,none,0,3.5,0
E-006110,IK-01-00015,IK-01-00200,IK01,IK01,electricity,0.55,0.0,none,0,6.4,0
E-006111,IK-01-00001,IK-01-00201,IK01,IK01,electricity,0.55,0.0,partial,0,9.1,0
E-006112,IK-01-00020,IK-01-00201,IK01,IK01,electricity,0.55,0.0,none,0,13.9,1
E-006113,IK-01-00026,IK-01-00202,IK01,IK01,electricity,0.55,0.0,none,0,7.0,1
E-006114,IK-01-00026,IK-01-00203,IK01,IK01,electricity,0.55,0.0,partial,0,10.4,0
E-006115,IK-01-00013,IK-01-00203,IK01,IK01,electricity,0.55,0.0,partial,0,13.5,1
E-006116,IK-01-00018,IK-01-00204,IK01,IK01,electricity,0.55,0.0,partial,0,3.0,1
E-006117,IK-01-00037,IK-01-00205,IK01,IK01,electricity,0.55,0.0,none,0,1.3,0
E-006118,IK-01-00038,IK-01-00206,IK01,IK01,electricity,0.55,0.0,none,0,10.8,1
E-006119,IK-01-00002,IK-01-00207,IK01,IK01,electricity,0.55,0.0,none,0,7.8,0
E-006120,IK-01-00032,IK-01-00207,IK01,IK01,electricity,0.55,0.0,partial,0,8.3,1
E-006121,IK-01-00010,IK-01-00208,IK01,IK01,electricity,0.55,0.0,partial,0,10.2,0
E-006122,IK-01-00019,IK-01-00208,IK01,IK01,electricity,0.55,0.0,partial,0,4.1,0
E-006123,IK-01-00040,IK-01-00209,IK01,IK01,electricity,0.55,0.0,partial,0,14.2,0
E-006124,IK-01-00030,IK-01-00210,IK01,IK01,electricity,0.55,0.0,none,0,1.0,1
E-006125,IK-01-00008,IK-01-00210,IK01,IK01,electricity,0.55,0.0,partial,0,6.5,0
E-006126,IK-01-00037,IK-01-00211,IK01,IK01,electricity,0.55,0.0,none,0,5.5,0
E-006127,IK-01-00022,IK-01-00212,IK01,IK01,electricity,0.55,0.0,partial,0,4.3,0
E-006128,IK-01-00009,IK-01-00213,IK01,IK01,electricity,0.55,0.0,none,0,1.0,0
E-006129,IK-01-00035,IK-01-00213,IK01,IK01,electricity,0.55,0.0,none,0,4.2,1
E-006130,IK-01-00023,IK-01-00214,IK01,IK01,electricity,0.55,0.0,none,0,6.5,0
E-006131,IK-01-00019,IK-01-00215,IK01,IK01,electricity,0.55,0.0,partial,0,3.6,0
E-006132,IK-01-00010,IK-01-00215,IK01,IK01,electricity,0.55,0.0,none,0,1.0,1
E-006133,IK-01-00030,IK-01-00216,IK01,IK01,electricity,0.55,0.0,none,0,1.0,0
E-006134,IK-01-00038,IK-01-00216,IK01,IK01,electricity,0.55,0.0,none,0,3.6,0
E-006135,IK-01-00013,IK-01-00217,IK01,IK01,electricity,0.55,0.0,none,0,12.2,0
E-006136,IK-01-00026,IK-01-00217,IK01,IK01,electricity,0.55,0.0,none,0,13.1,0
E-006137,IK-01-00037,IK-01-00218,IK01,IK01,electricity,0.55,0.0,partial,0,8.5,1
E-006138,IK-01-00034,IK-01-00219,IK01,IK01,electricity,0.55,0.0,partial,0,4.1,0
E-006139,IK-01-00022,IK-01-00220,IK01,IK01,electricity,0.55,0.0,none,0,7.2,0
E-006140,IK-01-00021,IK-01-00220,IK01,IK01,electricity,0.55,0.0,partial,0,8.3,0
E-006141,IK-01-00016,IK-01-00221,IK01,IK01,electricity,0.55,0.0,partial,0,6.3,1
E-006142,IK-01-00039,IK-01-00222,IK01,IK01,electricity,0.55,0.0,none,1,7.4,0
E-006143,IK-01-00036,IK-01-00222,IK01,IK01,electricity,0.55,0.0,partial,0,11.6,1
E-006144,IK-01-00022,IK-01-00223,IK01,IK01,electricity,0.55,0.0,partial,0,8.8,0
E-006145,IK-01-00021,IK-01-00223,IK01,IK01,electricity,0.55,0.0,partial,0,10.6,0
E-006146,IK-01-00009,IK-01-00224,IK01,IK01,electricity,0.55,0.0,none,0,1.0,1
E-006147,IK-01-00033,IK-01-00224,IK01,IK01,electricity,0.55,0.0,none,0,9.4,0
E-006148,IK-01-00013,IK-01-00225,IK01,IK01,electricity,0.55,0.0,none,0,4.1,1
E-006149,IK-01-00026,IK-01-00225,IK01,IK01,electricity,0.55,0.0,none,0,13.5,0
E-006150,IK-01-00022,IK-01-00226,IK01,IK01,electricity,0.55,0.0,partial,0,1.2,1
E-006151,IK-01-00011,IK-01-00227,IK01,IK01,electricity,0.55,0.0,none,0,4.5,1
