node_id,node_name,system_code,voivodeship_code,criticality_class,operator_name,protection_plan_status,responsiveness_score,population_served
IK-07-01450,szpital powiatowy opolskie-zachodni-09-05-01450,IK07,16,K2,Szpital Wojewódzki (fikc.),w aktualizacji,31.5,64296
IK-09-01850,jednostka ratowniczo-gaśnicza PSP pomorskie-centralny-10-05-01850,IK09,22,K2,Komenda Wojewódzka PSP (fikc.),zatwierdzony,45.1,63772
IK-01-00230,GPZ 110/SN dolnośląskie-wschodni-02-06-00230,IK01,02,K1,Gazoprzesył S.A. (fikc.),brak,64.4,63563
IK-06-01066,ujęcie wody pomorskie-miejski-11-03-01066,IK06,22,K2,Zakład Wodociągowy Gminny (fikc.),zatwierdzony,87.0,63527
IK-01-00135,GPZ 110/SN wielkopolskie-północny-12-04-00135,IK01,30,K2,OSD Zachód (fikc.),,,62686
IK-07-01441,szpital powiatowy małopolskie-wschodni-02-03-01441,IK07,12,K2,Sieć Medyczna Vita (fikc.),zatwierdzony,18.4,62621
IK-06-01076,ujęcie wody opolskie-wschodni-08-05-01076,IK06,16,K2,Wodociągi Miejskie (fikc.),,,62284
IK-01-00187,GPZ 110/SN opolskie-miejski-05-03-00187,IK01,16,K1,OSD Południe (fikc.),brak,75.6,62026
IK-01-00131,GPZ 110/SN kujawsko-pomorskie-centralny-16-07-00131,IK01,04,K2,OSD Zachód (fikc.),,,61890
IK-07-01478,szpital powiatowy kujawsko-pomorskie-miejski-11-02-01478,IK07,04,K2,Samodzielny Publiczny ZOZ (fikc.),,,61808
IK-01-00293,elektrociepłownia podlaskie-północny-12-03-00293,IK01,20,K2,OSD Południe (fikc.),,,61688
IK-11-02059,zakład dużego ryzyka (ZDR) opolskie-wschodni-02-04-02059,IK11,16,K2,Agencja Materiałów Prom. (fikc.),,,61525
IK-06-01107,ujęcie wody dolnośląskie-wschodni-20-01-01107,IK06,02,K2,Wodociągi Miejskie (fikc.),zatwierdzony,41.7,61503
IK-07-01444,szpital powiatowy śląskie-północny-18-06-01444,IK07,24,K2,Samodzielny Publiczny ZOZ (fikc.),zatwierdzony,37.0,60808
IK-06-01167,stacja uzdatniania wody dolnośląskie-miejski-05-06-01167,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),,,60737
IK-01-00092,GPZ 110/SN podkarpackie-centralny-22-03-00092,IK01,18,K2,Operator Przesyłowy S.A. (fikc.),brak,40.2,60522
IK-06-01209,stacja uzdatniania wody łódzkie-wschodni-08-04-01209,IK06,10,K1,Wodociągi Miejskie (fikc.),,,60433
IK-09-01823,jednostka ratowniczo-gaśnicza PSP dolnośląskie-południowy-13-01-01823,IK09,02,K2,Urząd Wojewódzki (fikc.),,,60385
IK-06-01094,ujęcie wody śląskie-wschodni-08-06-01094,IK06,24,K2,Zakład Wodociągowy Gminny (fikc.),,,60383
IK-11-02074,zakład dużego ryzyka (ZDR) podlaskie-centralny-16-03-02074,IK11,20,K2,Agencja Materiałów Prom. (fikc.),zatwierdzony,12.1,60357
IK-06-01349,oczyszczalnia ścieków opolskie-północny-06-02-01349,IK06,16,K2,Zakład Wodociągowy Gminny (fikc.),,,59468
IK-07-01494,szpital powiatowy świętokrzyskie-miejski-11-02-01494,IK07,26,K2,Sieć Medyczna Vita (fikc.),zatwierdzony,77.0,59165
IK-01-00190,GPZ 110/SN dolnośląskie-południowy-07-04-00190,IK01,02,K2,OSD Zachód (fikc.),,,58711
IK-08-01699,most/przeprawa krytyczna lubelskie-północny-18-03-01699,IK08,06,K2,Porty Lotnicze (fikc.),,,58141
IK-06-01134,ujęcie wody podlaskie-centralny-16-04-01134,IK06,20,K2,Zakład Wodociągowy Gminny (fikc.),zatwierdzony,30.2,57942
IK-02-00648,węzeł agregacyjny/RAN hub podlaskie-zachodni-03-06-00648,IK02,20,K2,Telko Beta S.A. (fikc.),zatwierdzony,28.7,57717
IK-10-02041,węzeł teleinformatyczny urzędu opolskie-zachodni-09-07-02041,IK10,16,K2,Starostwo Powiatowe (fikc.),w aktualizacji,13.8,57690
IK-07-01449,szpital powiatowy mazowieckie-zachodni-09-02-01449,IK07,14,K2,Samodzielny Publiczny ZOZ (fikc.),w aktualizacji,21.3,56795
IK-09-01833,jednostka ratowniczo-gaśnicza PSP zachodniopomorskie-centralny-16-02-01833,IK09,32,K2,Urząd Wojewódzki (fikc.),brak,51.5,56666
IK-07-01446,szpital powiatowy lubuskie-północny-12-03-01446,IK07,08,K1,Szpital Wojewódzki (fikc.),brak,36.9,56353
IK-02-00562,węzeł agregacyjny/RAN hub opolskie-północny-06-03-00562,IK02,16,K2,Telko Alfa S.A. (fikc.),zatwierdzony,65.8,56272
IK-06-01095,ujęcie wody zachodniopomorskie-miejski-11-01-01095,IK06,32,K2,Wodociągi Miejskie (fikc.),,,56243
IK-02-00590,węzeł agregacyjny/RAN hub dolnośląskie-południowy-01-05-00590,IK02,02,K2,Telko Beta S.A. (fikc.),,,56188
IK-01-00232,GPZ 110/SN małopolskie-centralny-16-01-00232,IK01,12,K2,Gazoprzesył S.A. (fikc.),w aktualizacji,28.8,56130
IK-02-00596,węzeł agregacyjny/RAN hub podlaskie-miejski-17-05-00596,IK02,20,K2,Telko Gamma S.A. (fikc.),brak,68.8,55538
IK-09-01880,jednostka ratowniczo-gaśnicza PSP dolnośląskie-wschodni-02-01-01880,IK09,02,K1,Urząd Wojewódzki (fikc.),,,55332
IK-06-01240,stacja uzdatniania wody dolnośląskie-zachodni-09-02-01240,IK06,02,K2,Wodociągi Miejskie (fikc.),,,55234
IK-01-00278,elektrociepłownia mazowieckie-zachodni-15-01-00278,IK01,14,K2,OSD Zachód (fikc.),w aktualizacji,45.1,55205
IK-08-01705,most/przeprawa krytyczna świętokrzyskie-zachodni-09-04-01705,IK08,26,K2,Porty Lotnicze (fikc.),,,54979
IK-01-00176,GPZ 110/SN opolskie-północny-12-04-00176,IK01,16,K2,Paliwa Krajowe S.A. (fikc.),zatwierdzony,28.4,54302
IK-02-00598,węzeł agregacyjny/RAN hub podlaskie-miejski-17-02-00598,IK02,20,K2,Telko Beta S.A. (fikc.),,,54254
IK-07-01487,szpital powiatowy warmińsko-mazurskie-centralny-16-05-01487,IK07,28,K2,Samodzielny Publiczny ZOZ (fikc.),zatwierdzony,37.6,54168
IK-09-01839,jednostka ratowniczo-gaśnicza PSP opolskie-zachodni-09-01-01839,IK09,16,K2,Urząd Wojewódzki (fikc.),w aktualizacji,63.1,54132
IK-08-01711,most/przeprawa krytyczna podkarpackie-północny-24-05-01711,IK08,18,K2,Porty Lotnicze (fikc.),brak,35.8,53839
IK-01-00205,GPZ 110/SN dolnośląskie-północny-06-03-00205,IK01,02,K2,Paliwa Krajowe S.A. (fikc.),,,53696
IK-06-01202,stacja uzdatniania wody małopolskie-miejski-05-01-01202,IK06,12,K2,Zakład Wodociągowy Gminny (fikc.),,,53539
IK-11-02103,obiekt jądrowy/składowisko odpadów prom. świętokrzyskie-południowy-13-04-02103,IK11,26,K1,Agencja Materiałów Prom. (fikc.),zatwierdzony,46.5,53388
IK-06-01189,stacja uzdatniania wody kujawsko-pomorskie-wschodni-20-01-01189,IK06,04,K2,Zakład Wodociągowy Gminny (fikc.),,,53229
IK-09-01882,jednostka ratowniczo-gaśnicza PSP opolskie-miejski-05-04-01882,IK09,16,K2,Urząd Wojewódzki (fikc.),brak,11.1,52928
IK-09-01828,jednostka ratowniczo-gaśnicza PSP dolnośląskie-centralny-22-04-01828,IK09,02,K2,Komenda Wojewódzka PSP (fikc.),brak,67.7,52810
IK-06-01211,stacja uzdatniania wody dolnośląskie-północny-12-03-01211,IK06,02,K2,Wodociągi Miejskie (fikc.),w aktualizacji,49.3,52492
IK-06-01290,przepompownia wody łódzkie-centralny-04-01-01290,IK06,10,K2,Wodociągi Miejskie (fikc.),zatwierdzony,14.2,52461
IK-08-01695,most/przeprawa krytyczna świętokrzyskie-południowy-07-01-01695,IK08,26,K2,Zarząd Dróg (fikc.),zatwierdzony,61.3,51955
IK-11-02052,zakład dużego ryzyka (ZDR) zachodniopomorskie-centralny-16-04-02052,IK11,32,K2,Zakłady Chemiczne Wisła (fikc.),w aktualizacji,33.6,51718
IK-06-01221,stacja uzdatniania wody dolnośląskie-północny-06-06-01221,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),zatwierdzony,19.0,51392
IK-01-00376,stacja redukcyjna gazu pomorskie-zachodni-09-05-00376,IK01,22,K2,Paliwa Krajowe S.A. (fikc.),,,51128
IK-02-00514,węzeł agregacyjny/RAN hub podlaskie-zachodni-15-04-00514,IK02,20,K2,Telko Beta S.A. (fikc.),brak,50.2,50725
IK-02-00541,węzeł agregacyjny/RAN hub dolnośląskie-wschodni-20-07-00541,IK02,02,K2,Telko Gamma S.A. (fikc.),zatwierdzony,51.7,50510
IK-09-01836,jednostka ratowniczo-gaśnicza PSP podkarpackie-miejski-23-04-01836,IK09,18,K2,Urząd Wojewódzki (fikc.),w aktualizacji,40.6,50186
IK-02-00617,węzeł agregacyjny/RAN hub kujawsko-pomorskie-zachodni-21-01-00617,IK02,04,K2,Telko Beta S.A. (fikc.),w aktualizacji,23.5,50009
IK-09-01867,jednostka ratowniczo-gaśnicza PSP warmińsko-mazurskie-południowy-13-05-01867,IK09,28,K2,Urząd Wojewódzki (fikc.),w aktualizacji,58.7,49912
IK-02-00587,węzeł agregacyjny/RAN hub podkarpackie-miejski-17-03-00587,IK02,18,K2,Telko Beta S.A. (fikc.),,,49892
IK-06-01111,ujęcie wody opolskie-centralny-10-04-01111,IK06,16,K2,Wodociągi Miejskie (fikc.),brak,6.6,49880
IK-07-01498,szpital powiatowy warmińsko-mazurskie-zachodni-21-02-01498,IK07,28,K2,Samodzielny Publiczny ZOZ (fikc.),brak,90.5,49725
IK-01-00112,GPZ 110/SN dolnośląskie-wschodni-14-04-00112,IK01,02,K2,OSD Zachód (fikc.),,,49678
IK-06-01332,oczyszczalnia ścieków dolnośląskie-południowy-07-01-01332,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),,,49086
IK-01-00138,GPZ 110/SN łódzkie-centralny-04-07-00138,IK01,10,K2,OSD Zachód (fikc.),brak,29.6,48933
IK-06-01207,stacja uzdatniania wody dolnośląskie-północny-18-05-01207,IK06,02,K1,Zakład Wodociągowy Gminny (fikc.),brak,56.7,48684
IK-07-01510,szpital powiatowy dolnośląskie-południowy-13-02-01510,IK07,02,K2,Sieć Medyczna Vita (fikc.),,,48595
IK-09-01830,jednostka ratowniczo-gaśnicza PSP opolskie-zachodni-03-01-01830,IK09,16,K2,Urząd Wojewódzki (fikc.),brak,68.5,48556
IK-08-01810,centrum sterowania ruchem podkarpackie-miejski-05-07-01810,IK08,18,K2,Kolej Krajowa S.A. (fikc.),brak,69.8,48546
IK-06-01319,przepompownia wody opolskie-północny-12-02-01319,IK06,16,K2,Zakład Wodociągowy Gminny (fikc.),,,48505
IK-09-01842,jednostka ratowniczo-gaśnicza PSP dolnośląskie-miejski-11-07-01842,IK09,02,K2,Komenda Wojewódzka PSP (fikc.),,,48294
IK-02-00505,węzeł agregacyjny/RAN hub pomorskie-miejski-11-05-00505,IK02,22,K2,Telko Beta S.A. (fikc.),brak,85.0,48044
IK-08-01638,węzeł kolejowy małopolskie-centralny-04-04-01638,IK08,12,K2,Porty Lotnicze (fikc.),,,48024
IK-09-01848,jednostka ratowniczo-gaśnicza PSP lubuskie-zachodni-03-07-01848,IK09,08,K2,Urząd Wojewódzki (fikc.),brak,20.5,47713
IK-02-00521,węzeł agregacyjny/RAN hub podlaskie-centralny-10-01-00521,IK02,20,K2,Telko Alfa S.A. (fikc.),,,47590
IK-06-01147,ujęcie wody dolnośląskie-północny-24-07-01147,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),w aktualizacji,7.1,47229
IK-06-01173,stacja uzdatniania wody wielkopolskie-zachodni-27-05-01173,IK06,30,K2,Wodociągi Miejskie (fikc.),,,46806
IK-01-00189,GPZ 110/SN świętokrzyskie-wschodni-08-04-00189,IK01,26,K2,OSD Zachód (fikc.),,,46773
IK-01-00057,GPZ 110/SN opolskie-miejski-11-01-00057,IK01,16,K2,Paliwa Krajowe S.A. (fikc.),,,46759
IK-11-02068,zakład dużego ryzyka (ZDR) opolskie-wschodni-02-04-02068,IK11,16,K2,Agencja Materiałów Prom. (fikc.),brak,21.7,46542
IK-06-01138,ujęcie wody dolnośląskie-południowy-01-04-01138,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),brak,11.2,46416
IK-06-01063,ujęcie wody małopolskie-wschodni-08-02-01063,IK06,12,K2,Zakład Wodociągowy Gminny (fikc.),zatwierdzony,11.3,46360
IK-01-00102,GPZ 110/SN małopolskie-wschodni-02-03-00102,IK01,12,K1,Paliwa Krajowe S.A. (fikc.),zatwierdzony,52.8,46207
IK-02-00647,węzeł agregacyjny/RAN hub śląskie-miejski-17-05-00647,IK02,24,K2,Telko Alfa S.A. (fikc.),,,46110
IK-06-01093,ujęcie wody łódzkie-południowy-19-03-01093,IK06,10,K2,Zakład Wodociągowy Gminny (fikc.),,,46062
IK-02-00637,węzeł agregacyjny/RAN hub zachodniopomorskie-północny-12-05-00637,IK02,32,K2,Telko Alfa S.A. (fikc.),,,45978
IK-09-01869,jednostka ratowniczo-gaśnicza PSP małopolskie-zachodni-21-06-01869,IK09,12,K2,Komenda Wojewódzka PSP (fikc.),brak,47.9,45864
IK-09-01866,jednostka ratowniczo-gaśnicza PSP dolnośląskie-wschodni-02-06-01866,IK09,02,K2,Urząd Wojewódzki (fikc.),,,45623
IK-07-01502,szpital powiatowy podlaskie-centralny-04-03-01502,IK07,20,K2,Sieć Medyczna Vita (fikc.),zatwierdzony,31.2,45583
IK-07-01455,szpital powiatowy podkarpackie-wschodni-14-02-01455,IK07,18,K2,Sieć Medyczna Vita (fikc.),brak,3.0,45525
IK-06-01246,przepompownia wody śląskie-zachodni-21-03-01246,IK06,24,K2,Zakład Wodociągowy Gminny (fikc.),,,44925
IK-07-01472,szpital powiatowy dolnośląskie-miejski-23-03-01472,IK07,02,K2,Szpital Wojewódzki (fikc.),brak,25.6,44869
IK-11-02053,zakład dużego ryzyka (ZDR) opolskie-zachodni-03-06-02053,IK11,16,K1,Agencja Materiałów Prom. (fikc.),,,44774
IK-01-00208,GPZ 110/SN świętokrzyskie-południowy-13-04-00208,IK01,26,K2,Operator Przesyłowy S.A. (fikc.),brak,35.2,44451
IK-02-00597,węzeł agregacyjny/RAN hub podlaskie-południowy-13-06-00597,IK02,20,K2,Telko Alfa S.A. (fikc.),,,44320
IK-01-00109,GPZ 110/SN opolskie-zachodni-09-04-00109,IK01,16,K2,OSD Południe (fikc.),,,44287
IK-06-01139,ujęcie wody zachodniopomorskie-południowy-19-02-01139,IK06,32,K2,Zakład Wodociągowy Gminny (fikc.),,,44023
IK-08-01685,most/przeprawa krytyczna małopolskie-miejski-17-01-01685,IK08,12,K2,Porty Lotnicze (fikc.),,,43952
IK-01-00069,GPZ 110/SN dolnośląskie-centralny-22-04-00069,IK01,02,K2,Operator Przesyłowy S.A. (fikc.),,,43724
IK-01-00378,stacja redukcyjna gazu dolnośląskie-zachodni-27-02-00378,IK01,02,K2,OSD Zachód (fikc.),brak,31.0,43692
IK-01-00209,GPZ 110/SN pomorskie-południowy-07-03-00209,IK01,22,K1,OSD Południe (fikc.),zatwierdzony,75.8,43668
IK-06-01363,oczyszczalnia ścieków dolnośląskie-zachodni-03-02-01363,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),brak,52.9,43523
IK-01-00297,elektrociepłownia zachodniopomorskie-południowy-01-05-00297,IK01,32,K2,OSD Zachód (fikc.),brak,25.6,43411
IK-06-01214,stacja uzdatniania wody dolnośląskie-wschodni-20-01-01214,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),zatwierdzony,43.3,43401
IK-06-01062,ujęcie wody pomorskie-miejski-11-03-01062,IK06,22,K2,Wodociągi Miejskie (fikc.),,,43394
IK-09-01854,jednostka ratowniczo-gaśnicza PSP pomorskie-południowy-13-02-01854,IK09,22,K2,Komenda Wojewódzka PSP (fikc.),,,43144
IK-07-01435,szpital powiatowy dolnośląskie-południowy-07-04-01435,IK07,02,K2,Samodzielny Publiczny ZOZ (fikc.),zatwierdzony,38.6,43128
IK-01-00097,GPZ 110/SN podkarpackie-centralny-04-06-00097,IK01,18,K2,Paliwa Krajowe S.A. (fikc.),brak,38.0,43112
IK-06-01339,oczyszczalnia ścieków kujawsko-pomorskie-centralny-04-04-01339,IK06,04,K2,Zakład Wodociągowy Gminny (fikc.),brak,22.1,42888
IK-01-00150,GPZ 110/SN świętokrzyskie-centralny-10-04-00150,IK01,26,K2,Paliwa Krajowe S.A. (fikc.),brak,39.1,42864
IK-11-02099,obiekt jądrowy/składowisko odpadów prom. warmińsko-mazurskie-wschodni-02-05-02099,IK11,28,K1,Zakłady Chemiczne Wisła (fikc.),brak,72.5,42054
IK-01-00153,GPZ 110/SN opolskie-zachodni-03-02-00153,IK01,16,K2,Operator Przesyłowy S.A. (fikc.),,,42029
IK-01-00387,stacja redukcyjna gazu warmińsko-mazurskie-zachodni-09-04-00387,IK01,28,K2,Gazoprzesył S.A. (fikc.),zatwierdzony,23.3,41977
IK-02-00680,węzeł agregacyjny/RAN hub lubuskie-zachodni-09-06-00680,IK02,08,K2,Telko Gamma S.A. (fikc.),brak,43.0,41521
IK-01-00075,GPZ 110/SN lubelskie-północny-24-03-00075,IK01,06,K2,Paliwa Krajowe S.A. (fikc.),,,41322
IK-06-01177,stacja uzdatniania wody opolskie-południowy-01-02-01177,IK06,16,K2,Wodociągi Miejskie (fikc.),brak,46.6,41156
IK-06-01162,stacja uzdatniania wody mazowieckie-centralny-16-03-01162,IK06,14,K2,Wodociągi Miejskie (fikc.),,,41107
IK-06-01218,stacja uzdatniania wody podlaskie-północny-06-06-01218,IK06,20,K2,Zakład Wodociągowy Gminny (fikc.),,,40968
IK-07-01471,szpital powiatowy warmińsko-mazurskie-centralny-04-01-01471,IK07,28,K2,Samodzielny Publiczny ZOZ (fikc.),,,40834
IK-01-00140,GPZ 110/SN dolnośląskie-zachodni-15-07-00140,IK01,02,K2,Operator Przesyłowy S.A. (fikc.),w aktualizacji,52.2,40654
IK-08-01682,most/przeprawa krytyczna dolnośląskie-wschodni-08-06-01682,IK08,02,K1,Porty Lotnicze (fikc.),,,40636
IK-06-01359,oczyszczalnia ścieków opolskie-północny-06-01-01359,IK06,16,K2,Zakład Wodociągowy Gminny (fikc.),,,40528
IK-01-00124,GPZ 110/SN zachodniopomorskie-zachodni-21-04-00124,IK01,32,K2,Operator Przesyłowy S.A. (fikc.),brak,22.5,40492
IK-02-00642,węzeł agregacyjny/RAN hub dolnośląskie-północny-30-06-00642,IK02,02,K2,Telko Gamma S.A. (fikc.),,,40357
IK-01-00206,GPZ 110/SN łódzkie-miejski-05-01-00206,IK01,10,K2,Paliwa Krajowe S.A. (fikc.),,,40155
IK-07-01459,szpital powiatowy dolnośląskie-południowy-07-04-01459,IK07,02,K2,Samodzielny Publiczny ZOZ (fikc.),w aktualizacji,4.4,40011
IK-02-00525,węzeł agregacyjny/RAN hub podkarpackie-północny-06-07-00525,IK02,18,K2,Telko Beta S.A. (fikc.),,,39935
IK-02-00546,węzeł agregacyjny/RAN hub warmińsko-mazurskie-północny-06-06-00546,IK02,28,K2,Telko Gamma S.A. (fikc.),,,39714
IK-01-00400,stacja redukcyjna gazu opolskie-południowy-07-02-00400,IK01,16,K2,Gazoprzesył S.A. (fikc.),,,39703
IK-01-00211,GPZ 110/SN dolnośląskie-miejski-29-07-00211,IK01,02,K2,Gazoprzesył S.A. (fikc.),,,39682
IK-06-01073,ujęcie wody opolskie-zachodni-03-06-01073,IK06,16,K2,Zakład Wodociągowy Gminny (fikc.),zatwierdzony,37.2,39640
IK-06-01197,stacja uzdatniania wody podlaskie-centralny-16-01-01197,IK06,20,K2,Zakład Wodociągowy Gminny (fikc.),,,39575
IK-09-01856,jednostka ratowniczo-gaśnicza PSP łódzkie-centralny-22-06-01856,IK09,10,K2,Urząd Wojewódzki (fikc.),,,39486
IK-07-01501,szpital powiatowy lubelskie-południowy-01-05-01501,IK07,06,K2,Szpital Wojewódzki (fikc.),,,39058
IK-01-00106,GPZ 110/SN śląskie-północny-06-01-00106,IK01,24,K2,Paliwa Krajowe S.A. (fikc.),w aktualizacji,26.8,38599
IK-07-01477,szpital powiatowy pomorskie-zachodni-03-05-01477,IK07,22,K2,Samodzielny Publiczny ZOZ (fikc.),brak,47.0,38528
IK-02-00561,węzeł agregacyjny/RAN hub pomorskie-wschodni-08-01-00561,IK02,22,K2,Telko Beta S.A. (fikc.),zatwierdzony,82.3,38347
IK-11-02094,zakład zwiększonego ryzyka (ZZR) opolskie-północny-06-02-02094,IK11,16,K2,Zakłady Chemiczne Wisła (fikc.),,,38221
IK-08-01728,most/przeprawa krytyczna dolnośląskie-wschodni-08-03-01728,IK08,02,K2,Zarząd Dróg (fikc.),,,38120
IK-07-01453,szpital powiatowy dolnośląskie-północny-24-05-01453,IK07,02,K1,Szpital Wojewódzki (fikc.),w aktualizacji,56.8,38001
IK-09-01873,jednostka ratowniczo-gaśnicza PSP mazowieckie-wschodni-14-07-01873,IK09,14,K2,Urząd Wojewódzki (fikc.),brak,22.3,37530
IK-01-00300,elektrociepłownia pomorskie-zachodni-15-05-00300,IK01,22,K2,OSD Zachód (fikc.),brak,36.6,37437
IK-06-01085,ujęcie wody opolskie-wschodni-08-04-01085,IK06,16,K2,Zakład Wodociągowy Gminny (fikc.),,,37385
IK-11-02072,zakład dużego ryzyka (ZDR) łódzkie-centralny-22-01-02072,IK11,10,K1,Zakłady Chemiczne Wisła (fikc.),brak,38.8,37295
IK-11-02050,zakład dużego ryzyka (ZDR) dolnośląskie-wschodni-08-04-02050,IK11,02,K2,Agencja Materiałów Prom. (fikc.),,,37260
IK-01-00085,GPZ 110/SN kujawsko-pomorskie-północny-12-03-00085,IK01,04,K2,OSD Zachód (fikc.),brak,44.2,36558
IK-02-00560,węzeł agregacyjny/RAN hub opolskie-centralny-04-07-00560,IK02,16,K2,Telko Gamma S.A. (fikc.),,,36557
IK-06-01204,stacja uzdatniania wody wielkopolskie-centralny-22-04-01204,IK06,30,K2,Wodociągi Miejskie (fikc.),brak,86.7,36472
IK-06-01129,ujęcie wody świętokrzyskie-północny-12-05-01129,IK06,26,K2,Zakład Wodociągowy Gminny (fikc.),brak,29.4,36288
IK-10-02030,węzeł teleinformatyczny urzędu mazowieckie-północny-12-04-02030,IK10,14,K2,Urząd Gminy (fikc.),brak,55.6,36242
IK-09-01886,jednostka ratowniczo-gaśnicza PSP mazowieckie-miejski-29-01-01886,IK09,14,K2,Urząd Wojewódzki (fikc.),w aktualizacji,21.2,35858
IK-01-00058,GPZ 110/SN podlaskie-miejski-17-04-00058,IK01,20,K2,Operator Przesyłowy S.A. (fikc.),brak,39.2,35465
IK-06-01064,ujęcie wody dolnośląskie-wschodni-02-04-01064,IK06,02,K2,Wodociągi Miejskie (fikc.),brak,10.2,35308
IK-07-01436,szpital powiatowy podlaskie-zachodni-09-06-01436,IK07,20,K2,Sieć Medyczna Vita (fikc.),,,34533
IK-02-00557,węzeł agregacyjny/RAN hub opolskie-wschodni-02-02-00557,IK02,16,K2,Telko Gamma S.A. (fikc.),brak,63.4,34410
IK-02-00605,węzeł agregacyjny/RAN hub dolnośląskie-północny-24-05-00605,IK02,02,K2,Telko Beta S.A. (fikc.),brak,94.0,34003
IK-02-00582,węzeł agregacyjny/RAN hub łódzkie-południowy-01-07-00582,IK02,10,K2,Telko Beta S.A. (fikc.),brak,9.6,33986
IK-07-01440,szpital powiatowy opolskie-wschodni-08-04-01440,IK07,16,K2,Samodzielny Publiczny ZOZ (fikc.),,,33455
IK-01-00222,GPZ 110/SN lubuskie-centralny-10-01-00222,IK01,08,K2,OSD Zachód (fikc.),,,33135
IK-02-00604,węzeł agregacyjny/RAN hub dolnośląskie-północny-30-01-00604,IK02,02,K2,Telko Gamma S.A. (fikc.),w aktualizacji,25.2,33110
IK-01-00168,GPZ 110/SN dolnośląskie-miejski-11-02-00168,IK01,02,K2,Gazoprzesył S.A. (fikc.),,,33039
IK-01-00054,GPZ 110/SN świętokrzyskie-wschodni-08-03-00054,IK01,26,K1,Gazoprzesył S.A. (fikc.),brak,7.0,32809
IK-01-00104,GPZ 110/SN opolskie-miejski-05-04-00104,IK01,16,K1,Gazoprzesył S.A. (fikc.),zatwierdzony,63.7,32607
IK-01-00063,GPZ 110/SN zachodniopomorskie-wschodni-14-04-00063,IK01,32,K1,Paliwa Krajowe S.A. (fikc.),brak,56.1,32506
IK-06-01070,ujęcie wody dolnośląskie-zachodni-09-05-01070,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),brak,36.2,32313
IK-06-01251,przepompownia wody dolnośląskie-miejski-29-07-01251,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),w aktualizacji,42.7,32190
IK-01-00395,stacja redukcyjna gazu świętokrzyskie-miejski-11-05-00395,IK01,26,K2,Paliwa Krajowe S.A. (fikc.),,,32041
IK-01-00167,GPZ 110/SN mazowieckie-wschodni-14-05-00167,IK01,14,K1,OSD Południe (fikc.),zatwierdzony,32.6,32031
IK-06-01102,ujęcie wody zachodniopomorskie-zachodni-15-05-01102,IK06,32,K2,Zakład Wodociągowy Gminny (fikc.),brak,29.6,32030
IK-06-01131,ujęcie wody dolnośląskie-zachodni-21-05-01131,IK06,02,K2,Wodociągi Miejskie (fikc.),brak,22.1,31547
IK-06-01294,przepompownia wody opolskie-miejski-11-01-01294,IK06,16,K2,Zakład Wodociągowy Gminny (fikc.),,,31322
IK-01-00401,stacja redukcyjna gazu łódzkie-południowy-13-04-00401,IK01,10,K2,Gazoprzesył S.A. (fikc.),zatwierdzony,31.0,31071
IK-01-00170,GPZ 110/SN dolnośląskie-miejski-23-04-00170,IK01,02,K2,Paliwa Krajowe S.A. (fikc.),brak,40.5,31005
IK-09-01883,jednostka ratowniczo-gaśnicza PSP wielkopolskie-centralny-04-04-01883,IK09,30,K2,Komenda Wojewódzka PSP (fikc.),brak,32.6,30552
IK-11-02076,zakład dużego ryzyka (ZDR) podkarpackie-centralny-22-04-02076,IK11,18,K1,Zakłady Chemiczne Wisła (fikc.),,,30417
IK-01-00094,GPZ 110/SN zachodniopomorskie-centralny-10-05-00094,IK01,32,K2,Paliwa Krajowe S.A. (fikc.),,,30247
IK-02-00503,węzeł agregacyjny/RAN hub małopolskie-centralny-22-02-00503,IK02,12,K2,Telko Alfa S.A. (fikc.),brak,8.9,30042
IK-01-00137,GPZ 110/SN opolskie-miejski-11-05-00137,IK01,16,K2,Operator Przesyłowy S.A. (fikc.),,,29975
IK-06-01077,ujęcie wody łódzkie-centralny-16-05-01077,IK06,10,K2,Zakład Wodociągowy Gminny (fikc.),zatwierdzony,11.1,29956
IK-07-01517,szpital powiatowy wielkopolskie-zachodni-27-03-01517,IK07,30,K2,Samodzielny Publiczny ZOZ (fikc.),brak,70.3,29921
IK-01-00388,stacja redukcyjna gazu dolnośląskie-północny-18-04-00388,IK01,02,K2,Gazoprzesył S.A. (fikc.),w aktualizacji,46.0,29768
IK-07-01460,szpital powiatowy dolnośląskie-północny-18-06-01460,IK07,02,K2,Sieć Medyczna Vita (fikc.),zatwierdzony,45.1,29333
IK-01-00050,GPZ 110/SN wielkopolskie-zachodni-15-06-00050,IK01,30,K1,OSD Zachód (fikc.),brak,51.9,29294
IK-07-01454,szpital powiatowy podlaskie-miejski-05-03-01454,IK07,20,K2,Szpital Wojewódzki (fikc.),,,28910
IK-09-01862,jednostka ratowniczo-gaśnicza PSP dolnośląskie-zachodni-15-03-01862,IK09,02,K2,Urząd Wojewódzki (fikc.),,,28669
